date,year,cumdoy,yday,dowy
1962-06-28,1962,365,179,271
1962-06-29,1962,365,180,272
1962-06-30,1962,365,181,273
1962-07-01,1962,365,182,274
1962-07-02,1962,365,183,275
1962-07-03,1962,365,184,276
1962-07-04,1962,365,185,277
1962-07-05,1962,365,186,278
1962-07-06,1962,365,187,279
1962-07-07,1962,365,188,280
1962-07-08,1962,365,189,281
1962-07-09,1962,365,190,282
1962-07-10,1962,365,191,283
1962-07-11,1962,365,192,284
1962-07-12,1962,365,193,285
1962-07-13,1962,365,194,286
1962-07-14,1962,365,195,287
1962-07-15,1962,365,196,288
1962-07-16,1962,365,197,289
1962-07-17,1962,365,198,290
1962-07-18,1962,365,199,291
1962-07-19,1962,365,200,292
1962-07-20,1962,365,201,293
1962-07-21,1962,365,202,294
1962-07-22,1962,365,203,295
1962-07-23,1962,365,204,296
1962-07-24,1962,365,205,297
1962-07-25,1962,365,206,298
1962-07-26,1962,365,207,299
1962-07-27,1962,365,208,300
1962-07-28,1962,365,209,301
1962-07-29,1962,365,210,302
1962-07-30,1962,365,211,303
1962-07-31,1962,365,212,304
1962-08-01,1962,365,213,305
1962-08-02,1962,365,214,306
1962-08-03,1962,365,215,307
1962-08-04,1962,365,216,308
1962-08-05,1962,365,217,309
1962-08-06,1962,365,218,310
1962-08-07,1962,365,219,311
1962-08-08,1962,365,220,312
1962-08-09,1962,365,221,313
1962-08-10,1962,365,222,314
1962-08-11,1962,365,223,315
1962-08-12,1962,365,224,316
1962-08-13,1962,365,225,317
1962-08-14,1962,365,226,318
1962-08-15,1962,365,227,319
1962-08-16,1962,365,228,320
1962-08-17,1962,365,229,321
1962-08-18,1962,365,230,322
1962-08-19,1962,365,231,323
1962-08-20,1962,365,232,324
1962-08-21,1962,365,233,325
1962-08-22,1962,365,234,326
1962-08-23,1962,365,235,327
1962-08-24,1962,365,236,328
1962-08-25,1962,365,237,329
1962-08-26,1962,365,238,330
1962-08-27,1962,365,239,331
1962-08-28,1962,365,240,332
1962-08-29,1962,365,241,333
1962-08-30,1962,365,242,334
1962-08-31,1962,365,243,335
1962-09-01,1962,365,244,336
1962-09-02,1962,365,245,337
1962-09-03,1962,365,246,338
1962-09-04,1962,365,247,339
1962-09-05,1962,365,248,340
1962-09-06,1962,365,249,341
1962-09-07,1962,365,250,342
1962-09-08,1962,365,251,343
1962-09-09,1962,365,252,344
1962-09-10,1962,365,253,345
1962-09-11,1962,365,254,346
1962-09-12,1962,365,255,347
1962-09-13,1962,365,256,348
1962-09-14,1962,365,257,349
1962-09-15,1962,365,258,350
1962-09-16,1962,365,259,351
1962-09-17,1962,365,260,352
1962-09-18,1962,365,261,353
1962-09-19,1962,365,262,354
1962-09-20,1962,365,263,355
1962-09-21,1962,365,264,356
1962-09-22,1962,365,265,357
1962-09-23,1962,365,266,358
1962-09-24,1962,365,267,359
1962-09-25,1962,365,268,360
1962-09-26,1962,365,269,361
1962-09-27,1962,365,270,362
1962-09-28,1962,365,271,363
1962-09-29,1962,365,272,364
1962-09-30,1962,365,273,365
1962-10-01,1962,365,274,1
1962-10-02,1962,365,275,2
1962-10-03,1962,365,276,3
1962-10-04,1962,365,277,4
1962-10-05,1962,365,278,5
1962-10-06,1962,365,279,6
1962-10-07,1962,365,280,7
1962-10-08,1962,365,281,8
1962-10-09,1962,365,282,9
1962-10-10,1962,365,283,10
1962-10-11,1962,365,284,11
1962-10-12,1962,365,285,12
1962-10-13,1962,365,286,13
1962-10-14,1962,365,287,14
1962-10-15,1962,365,288,15
1962-10-16,1962,365,289,16
1962-10-17,1962,365,290,17
1962-10-18,1962,365,291,18
1962-10-19,1962,365,292,19
1962-10-20,1962,365,293,20
1962-10-21,1962,365,294,21
1962-10-22,1962,365,295,22
1962-10-23,1962,365,296,23
1962-10-24,1962,365,297,24
1962-10-25,1962,365,298,25
1962-10-26,1962,365,299,26
1962-10-27,1962,365,300,27
1962-10-28,1962,365,301,28
1962-10-29,1962,365,302,29
1962-10-30,1962,365,303,30
1962-10-31,1962,365,304,31
1962-11-01,1962,365,305,32
1962-11-02,1962,365,306,33
1962-11-03,1962,365,307,34
1962-11-04,1962,365,308,35
1962-11-05,1962,365,309,36
1962-11-06,1962,365,310,37
1962-11-07,1962,365,311,38
1962-11-08,1962,365,312,39
1962-11-09,1962,365,313,40
1962-11-10,1962,365,314,41
1962-11-11,1962,365,315,42
1962-11-12,1962,365,316,43
1962-11-13,1962,365,317,44
1962-11-14,1962,365,318,45
1962-11-15,1962,365,319,46
1962-11-16,1962,365,320,47
1962-11-17,1962,365,321,48
1962-11-18,1962,365,322,49
1962-11-19,1962,365,323,50
1962-11-20,1962,365,324,51
1962-11-21,1962,365,325,52
1962-11-22,1962,365,326,53
1962-11-23,1962,365,327,54
1962-11-24,1962,365,328,55
1962-11-25,1962,365,329,56
1962-11-26,1962,365,330,57
1962-11-27,1962,365,331,58
1962-11-28,1962,365,332,59
1962-11-29,1962,365,333,60
1962-11-30,1962,365,334,61
1962-12-01,1962,365,335,62
1962-12-02,1962,365,336,63
1962-12-03,1962,365,337,64
1962-12-04,1962,365,338,65
1962-12-05,1962,365,339,66
1962-12-06,1962,365,340,67
1962-12-07,1962,365,341,68
1962-12-08,1962,365,342,69
1962-12-09,1962,365,343,70
1962-12-10,1962,365,344,71
1962-12-11,1962,365,345,72
1962-12-12,1962,365,346,73
1962-12-13,1962,365,347,74
1962-12-14,1962,365,348,75
1962-12-15,1962,365,349,76
1962-12-16,1962,365,350,77
1962-12-17,1962,365,351,78
1962-12-18,1962,365,352,79
1962-12-19,1962,365,353,80
1962-12-20,1962,365,354,81
1962-12-21,1962,365,355,82
1962-12-22,1962,365,356,83
1962-12-23,1962,365,357,84
1962-12-24,1962,365,358,85
1962-12-25,1962,365,359,86
1962-12-26,1962,365,360,87
1962-12-27,1962,365,361,88
1962-12-28,1962,365,362,89
1962-12-29,1962,365,363,90
1962-12-30,1962,365,364,91
1962-12-31,1962,365,365,92
1963-01-01,1963,365,1,93
1963-01-02,1963,365,2,94
1963-01-03,1963,365,3,95
1963-01-04,1963,365,4,96
1963-01-05,1963,365,5,97
1963-01-06,1963,365,6,98
1963-01-07,1963,365,7,99
1963-01-08,1963,365,8,100
1963-01-09,1963,365,9,101
1963-01-10,1963,365,10,102
1963-01-11,1963,365,11,103
1963-01-12,1963,365,12,104
1963-01-13,1963,365,13,105
1963-01-14,1963,365,14,106
1963-01-15,1963,365,15,107
1963-01-16,1963,365,16,108
1963-01-17,1963,365,17,109
1963-01-18,1963,365,18,110
1963-01-19,1963,365,19,111
1963-01-20,1963,365,20,112
1963-01-21,1963,365,21,113
1963-01-22,1963,365,22,114
1963-01-23,1963,365,23,115
1963-01-24,1963,365,24,116
1963-01-25,1963,365,25,117
1963-01-26,1963,365,26,118
1963-01-27,1963,365,27,119
1963-01-28,1963,365,28,120
1963-01-29,1963,365,29,121
1963-01-30,1963,365,30,122
1963-01-31,1963,365,31,123
1963-02-01,1963,365,32,124
1963-02-02,1963,365,33,125
1963-02-03,1963,365,34,126
1963-02-04,1963,365,35,127
1963-02-05,1963,365,36,128
1963-02-06,1963,365,37,129
1963-02-07,1963,365,38,130
1963-02-08,1963,365,39,131
1963-02-09,1963,365,40,132
1963-02-10,1963,365,41,133
1963-02-11,1963,365,42,134
1963-02-12,1963,365,43,135
1963-02-13,1963,365,44,136
1963-02-14,1963,365,45,137
1963-02-15,1963,365,46,138
1963-02-16,1963,365,47,139
1963-02-17,1963,365,48,140
1963-02-18,1963,365,49,141
1963-02-19,1963,365,50,142
1963-02-20,1963,365,51,143
1963-02-21,1963,365,52,144
1963-02-22,1963,365,53,145
1963-02-23,1963,365,54,146
1963-02-24,1963,365,55,147
1963-02-25,1963,365,56,148
1963-02-26,1963,365,57,149
1963-02-27,1963,365,58,150
1963-02-28,1963,365,59,151
1963-03-01,1963,365,60,152
1963-03-02,1963,365,61,153
1963-03-03,1963,365,62,154
1963-03-04,1963,365,63,155
1963-03-05,1963,365,64,156
1963-03-06,1963,365,65,157
1963-03-07,1963,365,66,158
1963-03-08,1963,365,67,159
1963-03-09,1963,365,68,160
1963-03-10,1963,365,69,161
1963-03-11,1963,365,70,162
1963-03-12,1963,365,71,163
1963-03-13,1963,365,72,164
1963-03-14,1963,365,73,165
1963-03-15,1963,365,74,166
1963-03-16,1963,365,75,167
1963-03-17,1963,365,76,168
1963-03-18,1963,365,77,169
1963-03-19,1963,365,78,170
1963-03-20,1963,365,79,171
1963-03-21,1963,365,80,172
1963-03-22,1963,365,81,173
1963-03-23,1963,365,82,174
1963-03-24,1963,365,83,175
1963-03-25,1963,365,84,176
1963-03-26,1963,365,85,177
1963-03-27,1963,365,86,178
1963-03-28,1963,365,87,179
1963-03-29,1963,365,88,180
1963-03-30,1963,365,89,181
1963-03-31,1963,365,90,182
1963-04-01,1963,365,91,183
1963-04-02,1963,365,92,184
1963-04-03,1963,365,93,185
1963-04-04,1963,365,94,186
1963-04-05,1963,365,95,187
1963-04-06,1963,365,96,188
1963-04-07,1963,365,97,189
1963-04-08,1963,365,98,190
1963-04-09,1963,365,99,191
1963-04-10,1963,365,100,192
1963-04-11,1963,365,101,193
1963-04-12,1963,365,102,194
1963-04-13,1963,365,103,195
1963-04-14,1963,365,104,196
1963-04-15,1963,365,105,197
1963-04-16,1963,365,106,198
1963-04-17,1963,365,107,199
1963-04-18,1963,365,108,200
1963-04-19,1963,365,109,201
1963-04-20,1963,365,110,202
1963-04-21,1963,365,111,203
1963-04-22,1963,365,112,204
1963-04-23,1963,365,113,205
1963-04-24,1963,365,114,206
1963-04-25,1963,365,115,207
1963-04-26,1963,365,116,208
1963-04-27,1963,365,117,209
1963-04-28,1963,365,118,210
1963-04-29,1963,365,119,211
1963-04-30,1963,365,120,212
1963-05-01,1963,365,121,213
1963-05-02,1963,365,122,214
1963-05-03,1963,365,123,215
1963-05-04,1963,365,124,216
1963-05-05,1963,365,125,217
1963-05-06,1963,365,126,218
1963-05-07,1963,365,127,219
1963-05-08,1963,365,128,220
1963-05-09,1963,365,129,221
1963-05-10,1963,365,130,222
1963-05-11,1963,365,131,223
1963-05-12,1963,365,132,224
1963-05-13,1963,365,133,225
1963-05-14,1963,365,134,226
1963-05-15,1963,365,135,227
1963-05-16,1963,365,136,228
1963-05-17,1963,365,137,229
1963-05-18,1963,365,138,230
1963-05-19,1963,365,139,231
1963-05-20,1963,365,140,232
1963-05-21,1963,365,141,233
1963-05-22,1963,365,142,234
1963-05-23,1963,365,143,235
1963-05-24,1963,365,144,236
1963-05-25,1963,365,145,237
1963-05-26,1963,365,146,238
1963-05-27,1963,365,147,239
1963-05-28,1963,365,148,240
1963-05-29,1963,365,149,241
1963-05-30,1963,365,150,242
1963-05-31,1963,365,151,243
1963-06-01,1963,365,152,244
1963-06-02,1963,365,153,245
1963-06-03,1963,365,154,246
1963-06-04,1963,365,155,247
1963-06-05,1963,365,156,248
1963-06-06,1963,365,157,249
1963-06-07,1963,365,158,250
1963-06-08,1963,365,159,251
1963-06-09,1963,365,160,252
1963-06-10,1963,365,161,253
1963-06-11,1963,365,162,254
1963-06-12,1963,365,163,255
1963-06-13,1963,365,164,256
1963-06-14,1963,365,165,257
1963-06-15,1963,365,166,258
1963-06-16,1963,365,167,259
1963-06-17,1963,365,168,260
1963-06-18,1963,365,169,261
1963-06-19,1963,365,170,262
1963-06-20,1963,365,171,263
1963-06-21,1963,365,172,264
1963-06-22,1963,365,173,265
1963-06-23,1963,365,174,266
1963-06-24,1963,365,175,267
1963-06-25,1963,365,176,268
1963-06-26,1963,365,177,269
1963-06-27,1963,365,178,270
1963-06-28,1963,365,179,271
1963-06-29,1963,365,180,272
1963-06-30,1963,365,181,273
1963-07-01,1963,365,182,274
1963-07-02,1963,365,183,275
1963-07-03,1963,365,184,276
1963-07-04,1963,365,185,277
1963-07-05,1963,365,186,278
1963-07-06,1963,365,187,279
1963-07-07,1963,365,188,280
1963-07-08,1963,365,189,281
1963-07-09,1963,365,190,282
1963-07-10,1963,365,191,283
1963-07-11,1963,365,192,284
1963-07-12,1963,365,193,285
1963-07-13,1963,365,194,286
1963-07-14,1963,365,195,287
1963-07-15,1963,365,196,288
1963-07-16,1963,365,197,289
1963-07-17,1963,365,198,290
1963-07-18,1963,365,199,291
1963-07-19,1963,365,200,292
1963-07-20,1963,365,201,293
1963-07-21,1963,365,202,294
1963-07-22,1963,365,203,295
1963-07-23,1963,365,204,296
1963-07-24,1963,365,205,297
1963-07-25,1963,365,206,298
1963-07-26,1963,365,207,299
1963-07-27,1963,365,208,300
1963-07-28,1963,365,209,301
1963-07-29,1963,365,210,302
1963-07-30,1963,365,211,303
1963-07-31,1963,365,212,304
1963-08-01,1963,365,213,305
1963-08-02,1963,365,214,306
1963-08-03,1963,365,215,307
1963-08-04,1963,365,216,308
1963-08-05,1963,365,217,309
1963-08-06,1963,365,218,310
1963-08-07,1963,365,219,311
1963-08-08,1963,365,220,312
1963-08-09,1963,365,221,313
1963-08-10,1963,365,222,314
1963-08-11,1963,365,223,315
1963-08-12,1963,365,224,316
1963-08-13,1963,365,225,317
1963-08-14,1963,365,226,318
1963-08-15,1963,365,227,319
1963-08-16,1963,365,228,320
1963-08-17,1963,365,229,321
1963-08-18,1963,365,230,322
1963-08-19,1963,365,231,323
1963-08-20,1963,365,232,324
1963-08-21,1963,365,233,325
1963-08-22,1963,365,234,326
1963-08-23,1963,365,235,327
1963-08-24,1963,365,236,328
1963-08-25,1963,365,237,329
1963-08-26,1963,365,238,330
1963-08-27,1963,365,239,331
1963-08-28,1963,365,240,332
1963-08-29,1963,365,241,333
1963-08-30,1963,365,242,334
1963-08-31,1963,365,243,335
1963-09-01,1963,365,244,336
1963-09-02,1963,365,245,337
1963-09-03,1963,365,246,338
1963-09-04,1963,365,247,339
1963-09-05,1963,365,248,340
1963-09-06,1963,365,249,341
1963-09-07,1963,365,250,342
1963-09-08,1963,365,251,343
1963-09-09,1963,365,252,344
1963-09-10,1963,365,253,345
1963-09-11,1963,365,254,346
1963-09-12,1963,365,255,347
1963-09-13,1963,365,256,348
1963-09-14,1963,365,257,349
1963-09-15,1963,365,258,350
1963-09-16,1963,365,259,351
1963-09-17,1963,365,260,352
1963-09-18,1963,365,261,353
1963-09-19,1963,365,262,354
1963-09-20,1963,365,263,355
1963-09-21,1963,365,264,356
1963-09-22,1963,365,265,357
1963-09-23,1963,365,266,358
1963-09-24,1963,365,267,359
1963-09-25,1963,365,268,360
1963-09-26,1963,365,269,361
1963-09-27,1963,365,270,362
1963-09-28,1963,365,271,363
1963-09-29,1963,365,272,364
1963-09-30,1963,365,273,365
1963-10-01,1963,365,274,1
1963-10-02,1963,365,275,2
1963-10-03,1963,365,276,3
1963-10-04,1963,365,277,4
1963-10-05,1963,365,278,5
1963-10-06,1963,365,279,6
1963-10-07,1963,365,280,7
1963-10-08,1963,365,281,8
1963-10-09,1963,365,282,9
1963-10-10,1963,365,283,10
1963-10-11,1963,365,284,11
1963-10-12,1963,365,285,12
1963-10-13,1963,365,286,13
1963-10-14,1963,365,287,14
1963-10-15,1963,365,288,15
1963-10-16,1963,365,289,16
1963-10-17,1963,365,290,17
1963-10-18,1963,365,291,18
1963-10-19,1963,365,292,19
1963-10-20,1963,365,293,20
1963-10-21,1963,365,294,21
1963-10-22,1963,365,295,22
1963-10-23,1963,365,296,23
1963-10-24,1963,365,297,24
1963-10-25,1963,365,298,25
1963-10-26,1963,365,299,26
1963-10-27,1963,365,300,27
1963-10-28,1963,365,301,28
1963-10-29,1963,365,302,29
1963-10-30,1963,365,303,30
1963-10-31,1963,365,304,31
1963-11-01,1963,365,305,32
1963-11-02,1963,365,306,33
1963-11-03,1963,365,307,34
1963-11-04,1963,365,308,35
1963-11-05,1963,365,309,36
1963-11-06,1963,365,310,37
1963-11-07,1963,365,311,38
1963-11-08,1963,365,312,39
1963-11-09,1963,365,313,40
1963-11-10,1963,365,314,41
1963-11-11,1963,365,315,42
1963-11-12,1963,365,316,43
1963-11-13,1963,365,317,44
1963-11-14,1963,365,318,45
1963-11-15,1963,365,319,46
1963-11-16,1963,365,320,47
1963-11-17,1963,365,321,48
1963-11-18,1963,365,322,49
1963-11-19,1963,365,323,50
1963-11-20,1963,365,324,51
1963-11-21,1963,365,325,52
1963-11-22,1963,365,326,53
1963-11-23,1963,365,327,54
1963-11-24,1963,365,328,55
1963-11-25,1963,365,329,56
1963-11-26,1963,365,330,57
1963-11-27,1963,365,331,58
1963-11-28,1963,365,332,59
1963-11-29,1963,365,333,60
1963-11-30,1963,365,334,61
1963-12-01,1963,365,335,62
1963-12-02,1963,365,336,63
1963-12-03,1963,365,337,64
1963-12-04,1963,365,338,65
1963-12-05,1963,365,339,66
1963-12-06,1963,365,340,67
1963-12-07,1963,365,341,68
1963-12-08,1963,365,342,69
1963-12-09,1963,365,343,70
1963-12-10,1963,365,344,71
1963-12-11,1963,365,345,72
1963-12-12,1963,365,346,73
1963-12-13,1963,365,347,74
1963-12-14,1963,365,348,75
1963-12-15,1963,365,349,76
1963-12-16,1963,365,350,77
1963-12-17,1963,365,351,78
1963-12-18,1963,365,352,79
1963-12-19,1963,365,353,80
1963-12-20,1963,365,354,81
1963-12-21,1963,365,355,82
1963-12-22,1963,365,356,83
1963-12-23,1963,365,357,84
1963-12-24,1963,365,358,85
1963-12-25,1963,365,359,86
1963-12-26,1963,365,360,87
1963-12-27,1963,365,361,88
1963-12-28,1963,365,362,89
1963-12-29,1963,365,363,90
1963-12-30,1963,365,364,91
1963-12-31,1963,365,365,92
1964-01-01,1964,366,1,93
1964-01-02,1964,366,2,94
1964-01-03,1964,366,3,95
1964-01-04,1964,366,4,96
1964-01-05,1964,366,5,97
1964-01-06,1964,366,6,98
1964-01-07,1964,366,7,99
1964-01-08,1964,366,8,100
1964-01-09,1964,366,9,101
1964-01-10,1964,366,10,102
1964-01-11,1964,366,11,103
1964-01-12,1964,366,12,104
1964-01-13,1964,366,13,105
1964-01-14,1964,366,14,106
1964-01-15,1964,366,15,107
1964-01-16,1964,366,16,108
1964-01-17,1964,366,17,109
1964-01-18,1964,366,18,110
1964-01-19,1964,366,19,111
1964-01-20,1964,366,20,112
1964-01-21,1964,366,21,113
1964-01-22,1964,366,22,114
1964-01-23,1964,366,23,115
1964-01-24,1964,366,24,116
1964-01-25,1964,366,25,117
1964-01-26,1964,366,26,118
1964-01-27,1964,366,27,119
1964-01-28,1964,366,28,120
1964-01-29,1964,366,29,121
1964-01-30,1964,366,30,122
1964-01-31,1964,366,31,123
1964-02-01,1964,366,32,124
1964-02-02,1964,366,33,125
1964-02-03,1964,366,34,126
1964-02-04,1964,366,35,127
1964-02-05,1964,366,36,128
1964-02-06,1964,366,37,129
1964-02-07,1964,366,38,130
1964-02-08,1964,366,39,131
1964-02-09,1964,366,40,132
1964-02-10,1964,366,41,133
1964-02-11,1964,366,42,134
1964-02-12,1964,366,43,135
1964-02-13,1964,366,44,136
1964-02-14,1964,366,45,137
1964-02-15,1964,366,46,138
1964-02-16,1964,366,47,139
1964-02-17,1964,366,48,140
1964-02-18,1964,366,49,141
1964-02-19,1964,366,50,142
